captions,filepath,class,captions_nepali
"['several buildings and some green trees are around a playground.', 'several buildings and some green trees are around a playground.', 'different buildings and some green trees are around a playground.', 'several buildings and some green trees are around a playground.', 'several buildings and some green trees are around a playground .']",train/playground_32.jpg,खेळमैदान,"['खेल मैदानको वरिपरि धेरै भवन र केही हरिया रुखहरू छन्।', 'खेल मैदानको वरिपरि विभिन्न भवन र केही हरिया रुखहरू छन्।', 'खेल मैदानको वरिपरि धेरै भवन र केही हरिया रुखहरू छन्।', 'खेल मैदानको वरिपरि धेरै भवनहरू र केही हरिया रूखहरू छन्।']"
"['Many green buildings and trees are located in a dense residential area.', 'many green buildings and trees are located in a dense residential area.', 'Many green buildings and trees are located in a dense residential area.', 'many green buildings and trees are in a dense residential area.', 'many buildings and green trees are in a dense residential area .']",train/denseresidential_250.jpg,आवासीय क्षेत्र,"['धेरै हरियो भवन र रूखहरू घना आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो भवन र रूखहरू घना आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो भवन र रूखहरू घना आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो भवन र रूखहरू घना आवासीय क्षेत्रमा छन्।', 'धेरै भवन र हरियो रूखहरू घना आवासीय क्षेत्रमा छन्।']"
"['the ground track playground is next to a road .', 'next to the road there are some red roof buildings and a playground with a white roof stands behind which are some trees.', 'beside the road  there are some red roof buildings and a playground with a white roof stand  behind which are some trees .', 'here lies a soccer field as well as two hockey courts next to a bustling road and a lush bush .', 'a playground with a football field in it is surrounded by many green trees and several red buildings .']",test/playground_49.jpg,खेळमैदान,"['ग्राउण्ड ट्र्याक खेल मैदान सडकको छेउमा छ।', 'सडकको छेउमा केही रातो छानाका भवनहरू छन् र सेतो छाना भएको खेल मैदान छ जसको पछाडि केही रूखहरू छन्।', 'सडकको छेउमा केही रातो छानाका भवनहरू छन् र सेतो छाना भएको खेल मैदान छ जसको पछाडि केही रूखहरू छन्।', 'यहाँ एक फुटबल मैदान र हलचल सडक र रमणीय झाडी छेउमा दुई हक्की कोर्टहरू छन्।', 'फुटबल मैदान भएको खेल मैदान धेरै हरियो रूखहरू र धेरै रातो भवनहरूले घेरिएको छ।']"
"['the green agricultural land surrounds one white and both are surrounded by the baulk.', 'there is a farmland with croops of different colors .', 'the green farmland encircles thr white one and both are surrounded by the baulk .', 'here we can see large green blocks of farms with two smaller bare blocks .', 'some pieces of farmlands are together .']",train/farmland_220.jpg,खेतीयोग्य भूमि,"['हरियो खेतीयोग्य जमिनले एउटा सेतोलाई घेरेको छ र दुवैलाई बाउले घेरिएको छ।', 'विभिन्न रंगका बालीहरू भएको खेतबारी छ .', 'हरियो खेतबारीले सेतोलाई घेरेको छ र दुवैलाई बल्कले घेरेको छ।', 'यहाँ हामी दुईवटा साना नाङ्गो ब्लकहरू भएका फार्महरूको ठूला हरियो ब्लकहरू देख्न सक्छौं।', 'केही खेत जमिन सँगै छन्।']"
"['Many green trees form a piece of forest.', 'Many green trees form a piece of forest.', 'Many green trees form a piece of forest.', 'Many green trees form a piece of forest.', 'many green trees form a piece of forest .']",train/forest_150.jpg,वन,"['धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।']"
"['uneven distribution of agricultural land.', 'the shape of farmland of all kinds .', 'many pieces of agricultural land are together.', 'many pieces of farmlands are together .', 'uneven distribution of farmland .']",valid/farmland_81.jpg,खेतीयोग्य भूमि,"['सबै प्रकारको खेतबारीको आकार।', 'धेरै टुक्रा खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतबारी सँगै छन् .', 'कृषक जग्गाको असमान वितरण।']"
"['Some sparse green trees and bare earth are around an irregular pond.', 'some scarce and bare green trees are around an irregular pond.', 'Some green and naked trees are around an irregular lake.', 'some scarce green trees and bare land are around an irregular pond.', 'some sparse green trees and bareland are around an irregular pond .']",train/pond_189.jpg,पोखरी,"['केही विरल हरियो रूखहरू र खाली माटो अनियमित पोखरी वरिपरि छन्।', 'केही दुर्लभ र खाली हरियो रूखहरू अनियमित पोखरी वरिपरि छन्।', 'केही हरिया र नाङ्गो रूखहरू अनियमित ताल वरिपरि छन्।', 'केही दुर्लभ हरियो रूखहरू र खाली जमिन अनियमित पोखरी वरिपरि छन्।', 'केही विरल हरियो रूखहरू र खाली भूमि अनियमित पोखरी वरिपरि छन्।']"
"['There are a few factories next to the pond.', 'around the pond covered with trees .', 'three ponds are close to several buildings.', 'three ponds are near several buildings .', 'there are a few factories next to the pond .']",valid/pond_96.jpg,पोखरी,"['तालको छेउमा केही कारखानाहरू छन्।', 'रूखले ढाकिएको पोखरीको वरिपरि।', 'तीन पोखरी धेरै भवनहरू नजिक छन्।', 'तीनवटा पोखरी धेरै भवनहरू नजिक छन्।']"
"['Many green trees are around a building near a car.', 'Many green trees are around a building near a car.', 'Many green trees are around a building near a car.', 'Many green trees are around a building near a car.', 'many green trees are around a building near a car .']",train/sparseresidential_230.jpg,आवासीय क्षेत्र,"['कारको छेउमा भवनको वरिपरि धेरै हरियो रूखहरू छन्।', 'गाडीको छेउमा भवनको वरिपरि धेरै हरिया रुखहरू छन्।', 'गाडीको छेउमा भवनको वरिपरि धेरै हरिया रुखहरू छन्।', 'गाडीको छेउमा भवनको वरिपरि धेरै हरिया रुखहरू छन्।', 'धेरै हरियो रूखहरू कारको छेउमा भवनको वरिपरि छन्।']"
"['There are buildings and roads.', 'there are gray roads and in all color`s buildings .', 'Many yellow buildings are ordered in a dense residential area.', 'many yellow buildings are orderly in a dense residential area .', 'there are buildings and roads .']",train/denseresidential_21.jpg,आवासीय क्षेत्र,"['त्यहाँ भवनहरू र सडकहरू छन्।', 'त्यहाँ खैरो सडकहरू र सबै रंगका भवनहरू छन्।', 'धेरै पहेंलो भवनहरू घना आवासीय क्षेत्रमा अर्डर गरिएका छन्।', 'धेरै पहेंलो भवनहरू घना आवासीय क्षेत्रमा व्यवस्थित छन्।', 'त्यहाँ भवन र सडकहरू छन्।']"
"['uniform field pieces.', 'wide variety of equipment at the airport .', 'an empty airport is located near some green trees and several buildings.', 'an empty airport is near some green trees and several buildings .', 'pieces of uniform fields .']",valid/airport_76.jpg,विमानस्थल,"['एकसमान क्षेत्र टुक्रा।', 'विमानस्थलमा विभिन्न प्रकारका उपकरणहरू।', 'एउटा खाली एयरपोर्ट केही हरियो रूखहरू र धेरै भवनहरू नजिकै अवस्थित छ।', 'एउटा खाली एयरपोर्ट केही हरियो रूखहरू र धेरै भवनहरू नजिक छ।', 'एकसमान क्षेत्रका टुक्राहरू।']"
"['There are many residential areas on both sides of the river.', 'The river flows through a high mountain.', 'the river flows through a tall mountain .', 'There are many residential areas on both sides of the river.', 'there are many residential areas on both sides of the river .']",train/river_39.jpg,नदी,"['नदीका दुबै छेउमा धेरै आवासीय क्षेत्रहरू छन्।', 'नदी अग्लो पहाडबाट बग्छ।', 'नदी अग्लो पहाडबाट बग्छ।', 'नदीका दुवै छेउमा धेरै बस्तीहरू छन्।', 'नदीका दुबै छेउमा धेरै आवासीय क्षेत्र छन्।']"
"['Some green trees are near a large piece of bare land.', 'some planes are parked near an airport with parking.', 'some planes are parked near an airport with parking lot .', 'Some green trees are near a large piece of bare land.', 'some green trees are near a large piece of bareland .']",train/airport_103.jpg,विमानस्थल,"['केही हरियो रूखहरू खाली जमिनको ठूलो टुक्रा नजिकै छन्।', 'केही विमानहरू पार्किङसहितको विमानस्थल नजिकै पार्क गरिएका छन्।', 'केही विमानहरू पार्किङ स्थल भएको विमानस्थल नजिकै पार्क गरिएका छन्।', 'केही हरियो रूखहरू खाली जमिनको ठूलो टुक्रा नजिकै छन्।', 'केही हरियो रूखहरू खाली भूमिको ठूलो टुक्रा नजिकै छन्।']"
"['the rectangular residential includes some villas and trees .', 'the residential rectangle includes some villas and trees.', 'the rectangle residential includes some villas and trees .', 'ten houses sit sporadically by the road in this neat neighborhood .', 'some buildings and many green plants are in a medium residential area .']",train/mediumresidential_198.jpg,आवासीय क्षेत्र,"['आयताकार आवासीयले केही विला र रूखहरू समावेश गर्दछ।', 'आवासीय आयतले केही विला र रूखहरू समावेश गर्दछ।', 'आयताकार आवासीयले केही विला र रूखहरू समावेश गर्दछ।', 'यो सफा छिमेकमा सडकको छेउमा दसवटा घर बस्छन्।', 'केही भवनहरू र धेरै हरियो बिरुवाहरू मध्यम आवासीय क्षेत्रमा छन्।']"
"['the large lake is rectangular in shape.', 'Many trees and flowers are planted around the lake.', 'a lot of trees and flowers are planted around the lake .', 'the great lake is rectangular in shape.', 'the large lake is in a rectangular shape .']",train/pond_375.jpg,पोखरी,"['ठूलो ताल आकारमा आयताकार छ।', 'ताल वरिपरि धेरै रुख र फूलहरू रोपिएका छन्।', 'ताल वरिपरि धेरै रुख र फूलहरू रोपिएका छन्।', 'ठूलो ताल आकारमा आयताकार छ।', 'ठूलो ताल आयताकार आकारमा छ।']"
"['A lot of trees are planted here.', 'A lot of grass is planted in the forest.', 'a lot of grass is planted in the forest .', 'A large number of trees are planted here.', 'a large number of trees are planted here .']",train/forest_49.jpg,वन,"['यहाँ धेरै रूखहरू रोपिएका छन्।', 'जङ्गलमा धेरै घाँस रोपिएको छ।', 'जङ्गलमा धेरै घाँस रोपिएको छ।', 'यहाँ धेरै रुख रोपिएका छन्।', 'यहाँ धेरै रुख रोपिएका छन्।']"
"['The turbid river crosses the prairie with shrubs.', 'while on one bank of the river is forest  there is a savanna on the other .', 'the turbid river is across the grassland with shrubs .', 'this brown river goes through this green plain with woods on its one side .', 'many green trees are in two sides of a brown river .']",test/river_396.jpg,नदी,"['टर्बिड नदीले झाडीहरूसहित प्रेयरी पार गर्छ।', 'नदीको एक किनारमा जङ्गल छ भने अर्कोतिर सवाना छ।', 'अस्पष्ट नदी घाँसे मैदानमा झाडीहरूले भरिएको छ .', 'यो खैरो नदी यस हरियो मैदानबाट बग्छ र यसको एक तर्फ जंगलहरू छन्।', 'धेरै हरिया रुखहरू खैरो नदीको दुई किनारमा छन्।']"
"['many green trees are around a building with a piece of meadow.', 'Many green trees are around a building with a piece of meadow.', 'Many green trees are around a building with a piece of lawn.', 'Many green trees are around a building with a piece of meadow.', 'many green trees are around a building with a piece of meadow .']",train/sparseresidential_217.jpg,आवासीय क्षेत्र,"['घरको टुक्रा भएको भवनको वरिपरि धेरै हरियो रूखहरू छन्।', 'धेरै हरियो रूखहरू घाँसको टुक्रा भएको भवनको वरिपरि छन्।', 'धेरै हरियो रूखहरू ल्यानको टुक्रा भएको भवनको वरिपरि छन्।', 'धेरै हरियो रूखहरू घाँसको टुक्रा भएको भवनको वरिपरि छन्।', 'धेरै हरियो रूखहरू घाँसको टुक्रा भएको भवनको वरिपरि छन्।']"
"['the area is a densely populated area.', 'Many green plants are planted around the neighborhood.', 'many green plants are planted around the neighborhood .', 'the area is a densely populated area.', 'the area is a densely populated area .']",train/denseresidential_363.jpg,आवासीय क्षेत्र,"['क्षेत्र सघन जनसंख्या भएको क्षेत्र हो।', 'छिमेक वरपर धेरै हरियो बिरुवा रोपिएको छ।', 'छिमेक वरपर धेरै हरियो बिरुवाहरू रोपिएका छन्।', 'क्षेत्र सघन जनसंख्या भएको क्षेत्र हो।', 'क्षेत्र सघन जनसंख्या भएको क्षेत्र हो।']"
"['in agricultural land a house with a swimming pool is built on a square lawn near a road.', 'on agricultural land a house with a swimming pool is built on a square lawn near a road.', 'in the farmland  a house with a swimming pool is built on a square lawn near a road .', 'a swimming pool sits alongside the house located in this bald farmland .', 'a building with s pool is surrounded by several green trees and meadows .']",train/sparseresidential_2.jpg,आवासीय क्षेत्र,"['कृषि जग्गामा सडकको छेउमा वर्गाकार ल्यानमा पौंडी पोखरीसहितको घर बनाइन्छ।', 'कृषि जग्गामा सडकको छेउछाउको स्क्वायर ल्यानमा स्विमिङ पुलसहितको घर बनाइएको छ।', 'फार्मल्याण्डमा सडकको छेउमा स्क्वायर ल्यानमा पौंडी पोखरीसहितको घर बनाइएको छ।', 'यो बाल्ड खेतबारीमा रहेको घरको छेउमा पौंडी पोखरी बसेको छ।']"
"['Many green buildings and trees are located on both sides of a road in an average residential area.', 'many green buildings and trees are located on two sides of a road in an average residential area.', 'many green buildings and trees are on two sides of a street in an average residential area.', 'many green buildings and trees are on two sides of a road in an average residential area.', 'many buildings and green trees are in two sides of a road in a medium residential area .']",train/mediumresidential_127.jpg,आवासीय क्षेत्र,"['सडकको दुबै छेउमा धेरै हरियो भवन र रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'सडकको दुई छेउमा औसत आवासीय क्षेत्रमा धेरै हरियो भवन र रूखहरू छन्।', 'धेरै हरियो भवन र रूखहरू औसत आवासीय क्षेत्रमा सडकको दुई छेउमा छन्।', 'औसत आवासीय क्षेत्रमा सडकको दुई छेउमा धेरै हरिया भवन र रूखहरू छन्।', 'मध्यम आवासीय क्षेत्रमा सडकको दुई छेउमा धेरै भवन र हरिया रुखहरू छन्।']"
"['the airport overall color is white .', 'next to the airport a little grass .', 'there are many aircraft parked in x shape of the apron .', 'surrounded by field and a small amount of green space .', 'some planes are near a cross shaped building in an airport .']",valid/airport_95.jpg,विमानस्थल,"['विमानस्थलको समग्र रंग सेतो छ।', 'विमानस्थलको छेउमा सानो घाँस।', 'एप्रोनको x आकारमा पार्क गरिएका धेरै विमानहरू छन्।', 'फिल्ड र थोरै हरियो ठाउँले घेरिएको।', 'केही विमानहरू एयरपोर्टमा क्रस आकारको भवन नजिकै छन्।']"
"['Some green trees are close to a playground with a football pitch in it.', 'Some green trees are near a playground with a football field on it.', 'some green trees are close to a playground with a football field in it.', 'Some green trees are near a playground with a football field on it.', 'some green trees are near a playground with a football field in it .']",train/playground_265.jpg,खेळमैदान,"['कुनै हरियो रूखहरू खेल मैदान नजिकै छन् जसमा फुटबल पिच छ।', 'कुनै हरिया रुखहरू खेल मैदानको छेउमा छन् जसमा फुटबल मैदान छ।', 'केही हरियो रूखहरू फुटबल मैदान भएको खेल मैदान नजिकै छन्।', 'कुनै हरिया रुखहरू खेल मैदानको छेउमा छन् जसमा फुटबल मैदान छ।', 'केही हरियो रूखहरू फुटबल मैदान भएको खेल मैदान नजिकै छन्।']"
"['some sparseresidential in it with some plants besides .', 'a house with dark gray roof and two houses with light brown roof and a house with brown roof in it .', 'a pool with light blue water and four cars in side .', 'a residential with gray high way and many dark plants besides .', 'several buildings are surrounded by many green trees .']",train/sparseresidential_113.jpg,आवासीय क्षेत्र,"['केही विरलै आवासीय यसमा केही बिरुवाहरू बाहेक।', 'गाढा खैरो छाना भएको घर र हल्का खैरो छाना भएको दुईवटा घर र त्यसमा खैरो छाना भएको घर।', 'हल्का नीलो पानी भएको पोखरी र छेउमा चारवटा कारहरू।', 'ग्रे हाईवे र बाहेक धेरै अँध्यारो बिरुवाहरू भएको आवासीय।', 'धेरै भवनहरू धेरै हरियो रूखहरूले घेरिएका छन्।']"
"['several green trees are around a football pitch.', 'several green trees are around a football field.', 'several green trees are around a football field.', 'several green trees are around a football field.', 'several green trees are around a football field .']",train/playground_134.jpg,खेळमैदान,"['फुटबल पिच वरिपरि धेरै हरियो रूखहरू छन्।', 'फुटबल मैदान वरिपरि धेरै हरिया रुखहरू छन्।', 'फुटबल मैदान वरिपरि धेरै हरिया रुखहरू छन्।', 'फुटबल मैदान वरिपरि धेरै हरिया रुखहरू छन्।', 'फुटबल मैदान वरिपरि धेरै हरियो रूखहरू छन्।']"
"['a road is in a forest with many green trees.', 'a path is found in a forest with many green trees.', 'a road is located in a forest with many green trees.', 'a road is in a forest with many green trees.', 'a road is in a forest with many green trees .']",train/forest_133.jpg,वन,"['धेरै हरिया रुखहरू भएको जङ्गलमा बाटो भेटिन्छ।', 'सडक धेरै हरिया रुखहरू भएको जङ्गलमा अवस्थित छ।', 'सडक धेरै हरिया रुख भएको जङ्गलमा छ।']"
"['the small farm consists of grass and crops.', 'a few crooked paths pass through the farm .', 'many pieces of agricultural land are ordered together.', 'many pieces of farmlands are orderly together .', 'the little farm consists of grass and crops .']",train/farmland_33.jpg,खेतीयोग्य भूमि,"['सानो खेत घाँस र बाली मिलेर बनेको छ।', 'केही बाङ्गो बाटाहरू खेत भएर जान्छ।', 'कृषि जग्गाका धेरै टुक्राहरू सँगै अर्डर गरिएका छन्।', 'धेरै टुक्रा खेतीयोग्य जमिनहरू व्यवस्थित छन् .', 'सानो खेतमा घाँस र बालीहरू हुन्छन्।']"
"['convenient traffic from the airport.', 'the waiting room at the luxurious and beautiful .', 'many buildings and parking lots are located in a large airport with many runways.', 'many buildings and parking lots are in a large airport with many runways .', 'convenient traffic of the airport .']",valid/airport_81.jpg,विमानस्थल,"['विमानस्थलबाट सुविधाजनक यातायात।', 'आलिशान र सुन्दरमा प्रतिक्षा कोठा।', 'धेरै भवनहरू र पार्किङ स्थलहरू धेरै रनवेहरू भएको ठूलो एयरपोर्टमा अवस्थित छन्।', 'धेरै भवन र पार्किङ स्थलहरू धेरै रनवेहरू भएको ठूलो एयरपोर्टमा छन्।', 'विमानस्थलको सुविधाजनक यातायात।']"
"['two rows of green trees and meadows are around an irregular pond.', 'The color of the pond is green.', 'the color of the pond is green .', 'two rows of green trees and meadows are around an irregular pond.', 'two rows of green trees and meadows are around an irregular pond .']",train/pond_124.jpg,पोखरी,"['अनियमित पोखरी वरिपरि हरिया रुख र घाँसका दुई पङ्क्तिहरू छन्।', 'हरियो रूख र घाँसका दुई पङ्क्तिहरू अनियमित पोखरी वरिपरि छन्।', 'हरियो रूख र घाँसका दुई पङ्क्तिहरू अनियमित पोखरी वरिपरि छन्।']"
"['Many green buildings and trees are located in an average residential area.', 'many green buildings and trees are located in an average residential area.', 'Many green buildings and trees are located in an average residential area.', 'many green buildings and trees are in an average residential area.', 'many buildings and green trees are in a medium residential area .']",train/mediumresidential_177.jpg,आवासीय क्षेत्र,"['धेरै हरियो भवन र रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो भवन र रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो भवन र रूखहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो भवन र रूखहरू औसत आवासीय क्षेत्रमा छन्।', 'धेरै भवनहरू र हरियो रूखहरू मध्यम आवासीय क्षेत्रमा छन्।']"
"['Many aircraft are parked in an airport near an ocean.', 'the airport is surrounded by several green regions.', 'the airport is surrounded by several green regions .', 'Many planes are parked at an airport near an ocean.', 'many planes are parked in an airport near an ocean .']",train/airport_130.jpg,विमानस्थल,"['धेरै विमानहरू समुद्र नजिकैको विमानस्थलमा पार्क गरिएका छन्।', 'विमानस्थल धेरै हरियो क्षेत्रहरूले घेरिएको छ।', 'विमानस्थल धेरै हरियो क्षेत्रहरूले घेरिएको छ।', 'धेरै विमानहरू समुद्र नजिकैको विमानस्थलमा पार्क गरिएका छन्।', 'धेरै विमानहरू समुद्र नजिकैको एयरपोर्टमा पार्क गरिएका छन्।']"
"['many agricultural land and several urban areas are located on both sides of a curved river.', 'many pieces of agricultural land and several urban areas are located on two sides of a curved river.', 'many pieces of agricultural land and various urban areas are on two sides of a curved river.', 'many pieces of agricultural land and several urban areas are on two sides of a curved river.', 'many pieces of farmlands and several urban areas are in two sides of a curved river .']",train/river_307.jpg,नदी,"['धेरै कृषि भूमि र धेरै शहरी क्षेत्रहरू घुमाउरो नदीको दुवै किनारमा अवस्थित छन्।', 'धेरै टुक्रा कृषि भूमि र धेरै शहरी क्षेत्रहरू घुमाउरो नदीको दुई किनारमा अवस्थित छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन र विभिन्न शहरी क्षेत्रहरू घुमाउरो नदीको दुई किनारमा छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन र धेरै सहरी क्षेत्रहरू घुमेको नदीको दुई किनारमा छन्।', 'धेरै टुक्रा खेतबारी र धेरै शहरी क्षेत्रहरू घुमाउरो नदीको दुई किनारमा छन्।']"
"['the football field next to a road with cars stopping in it .', 'there is a line of trees between the football field with people on it and a parking lot with two lines of parked cars.', 'there is a line of trees between the football field with people on it and a parking lot with two lines of parked cars .', 'guys are playing on this soccer field with two rows of cars parking outside the playground .', 'some people are in a football field near a road with cars and trees .']",train/playground_228.jpg,खेळमैदान,"['फुटबल मैदान सडकको छेउमा कारहरू रोकिएका छन्।', 'फुटबल मैदानको बीचमा रूखहरूको रेखा छ जसमा मानिसहरू छन् र पार्किङ गरिएका कारहरूको दुई लाइनको पार्किङ स्थल।', 'फुटबल मैदानको बीचमा रूखहरूको रेखा छ जसमा मानिसहरू छन् र पार्किङ गरिएका कारहरूको दुई लाइनहरू भएको पार्किङ स्थल छ।', 'केटाहरू यो फुटबल मैदानमा खेल मैदान बाहिर दुई पङ्क्तिमा कार पार्किङ गरेर खेलिरहेका छन्।', 'केही मानिसहरू कार र रूखहरू भएको सडक नजिकै फुटबल मैदानमा छन्।']"
"['a forest is standing near a striped agricultural land in which is a house with a road.', 'a forest is standing near a striped agricultural land in which a house with a road is located.', 'a forest is standing near a striped farmland  in which is a house with a road .', 'a curved country road stretches to this house surrounded by the wood next to the farm land .', 'a building is surrounded by many green trees and a piece of green farmland .']",train/sparseresidential_205.jpg,आवासीय क्षेत्र,"['पट्टीदार खेतीयोग्य जमिनको छेउमा जङ्गल उभिएको छ जसमा बाटो भएको घर छ।', 'जङ्गल एउटा धारीदार खेतीयोग्य जमिनको छेउमा उभिएको छ जसमा बाटो भएको घर छ।', 'जङ्गल एउटा धारीदार खेतबारी नजिकै उभिएको छ जसमा बाटो भएको घर छ।', '']"
"['s a forest.""', '', '', '']",train/forest_174.jpg,वन,"['रूखहरू गहिरो हरियो छन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'धेरै हरिया रुखहरूले जङ्गलको टुक्रा बनाउँछन्।', 'यो जंगल हो।']"
"['Many green trees and some buildings are located in an average residential area.', 'many green trees and some buildings are located in an average residential area.', 'many green trees and some buildings are located in an average residential area.', 'many green trees and some buildings are in an average residential area.', 'many green trees and some buildings are in a medium residential area .']",train/mediumresidential_248.jpg,आवासीय क्षेत्र,"['धेरै हरियो रूखहरू र केही भवनहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो रूखहरू र केही भवनहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरियो रूखहरू र केही भवनहरू औसत आवासीय क्षेत्रमा अवस्थित छन्।', 'धेरै हरिया रुखहरू र केही भवनहरू औसत आवासीय क्षेत्रमा छन्।', 'धेरै हरिया रुखहरू र केही भवनहरू मध्यम आवासीय क्षेत्रमा छन्।']"
"['s a lake in the middle of the earth.""', '', '', '']",test/pond_407.jpg,पोखरी,"['ताल वरिपरि खेतबारीको ठूलो क्षेत्र छ।', 'विभिन्न आकारका तीन पोखरी राम्रा छन्।', 'विभिन्न आकारका तीनवटा पोखरी सुन्दर छन्।', 'जमिनको बीचमा एउटा ताल छ।']"
"['It is a villa with a swimming pool in the many trees.', 'the house is colorful and the trees are green .', 'many green trees are around a building with a swimming pool near a road with a car.', 'many green trees are around a building with a swimming pool near a road with a car .', 'this a villa with a pool in the many trees .']",train/sparseresidential_189.jpg,आवासीय क्षेत्र,"['यो धेरै रूखहरूमा पौंडी पोखरी भएको विला हो।', 'घर रंगीन छ र रुखहरू हरिया छन्।', 'धेरै हरियो रूखहरू कार सहितको सडकको छेउमा पौंडी पोखरी भएको भवनको वरिपरि छन्।', 'धेरै हरियो रूखहरू कारको साथ सडकको छेउमा पौंडी पोखरी भएको भवनको वरिपरि छन्।', 'धेरै रूखहरूमा पोखरी भएको यो भिला हो।']"
"['a building is surrounded by green trees and meadows.', 'a building is surrounded by green trees and meadows.', 'a building is surrounded by green trees and meadows.', 'a building is surrounded by green trees and meadows.', 'a building is surrounded by green trees and meadows .']",train/sparseresidential_239.jpg,आवासीय क्षेत्र,"['एउटा भवन हरियो रूख र घाँसले घेरिएको छ।', 'एउटा भवन हरियो रूख र घाँसले घेरिएको छ।', 'एउटा भवन हरियो रूख र घाँसले घेरिएको छ।', 'एउटा भवन हरियो रूख र घाँसले घेरिएको छ।', 'एउटा भवन हरियो रूख र घाँसले घेरिएको छ।']"
"['many pieces of agricultural land are together.', 'Many pieces of agricultural land are together.', 'Many pieces of agricultural land are together.', 'Many pieces of agricultural land are together.', 'many pieces of farmlands are together .']",train/farmland_146.jpg,खेतीयोग्य भूमि,"['कृषि जग्गाका धेरै टुक्रा सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतीयोग्य जमिन सँगै छन्।', 'धेरै टुक्रा खेतबारी सँगै छन्।']"
"['s a piece of khaki mountain."" ""It', 's a piece of khaki mountain."" ""It', 'it is a piece of khaki mountain .']",train/mountain_248.jpg,पहाड,['खाकी पहाडको टुक्रा हो।']
"['on both sides of the river is dense residential area.', 'a crooked river flows through a large area .', 'Many buildings and farmland are located on both sides of a river.', 'many buildings and farmlands are in two sides of a river .', 'on both sides of the river is dense residential area .']",train/river_343.jpg,नदी,"['नदीको दुबै छेउमा घना आवासीय क्षेत्र छ।', 'एउटा बाङ्गो नदी ठूलो क्षेत्रबाट बग्छ।', 'नदीको दुबै छेउमा धेरै भवन र खेतबारी छन्।', 'धेरै भवन र खेतबारी नदीको दुई किनारमा छन्।', 'खोलाको दुबै छेउमा बाक्लो आवासीय क्षेत्र छ।']"
"['The airport has a lot of planes.', 'The grey covered house is an airport.', 'the grey roofed house is an airport .', 'The airport has a lot of planes.', 'the airport has a lot of planes .']",train/airport_329.jpg,विमानस्थल,"['विमानस्थलमा धेरै विमानहरू छन्।', 'खैरो ढाकिएको घर एयरपोर्ट हो।', 'खरै छाना भएको घर एयरपोर्ट हो।', 'विमानस्थलमा धेरै विमान छन्।', 'विमानस्थलमा धेरै विमानहरू छन्।']"
"['six blocks of apartment buildings can be seen with bare lawns and trees.', 'six blocks of apartment buildings can be seen with lawns and bare trees .', 'two corss take the residential which has some openning space and flats into six parts .', 'three bustling roads devides this residential area .', 'many buildings and green trees are in a dense residential area .']",train/denseresidential_215.jpg,आवासीय क्षेत्र,"['अपार्टमेन्ट भवनहरूको छवटा ब्लकहरू खाली ल्यान र रूखहरू देख्न सकिन्छ।', 'अपार्टमेन्ट बिल्डिंगका छवटा ब्लक ल्यान र खाली रूखहरू देख्न सकिन्छ।', 'दुई कोर्सले आवासीय लिनुहोस् जसमा केही खुला ठाउँ र फ्ल्याटहरू छ भागमा हुन्छन्।', 'तीन हलचल सडकहरूले यो आवासीय क्षेत्रलाई छुट्याएको छ।', 'धेरै भवन र हरियो रूखहरू घना आवासीय क्षेत्रमा छन्।']"
